Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Nathan Eovaldi ,156.2,143,10,0,4.12,1.26,72,151,45,22,27,27,8,2,4423 d,TEX 
Raisel Iglesias ,63.0,75,4,31,3.37,1.12,24,54,16,8,62,0,3,0,5589 d,ATL 
Bryan Woo ,131.5,137,8,0,4.04,1.21,59,117,43,18,32,24,8,0,47011 ,SEA 
Bryce Miller ,144.3,131,9,0,4.18,1.21,67,138,37,21,27,27,8,0,45184 ,SEA 
Walker Buehler ,126.7,118,9,0,3.98,1.21,56,119,35,17,22,22,6,1,7002 d,LAD 
Camilo Doval ,65.7,80,4,34,3.36,1.23,25,53,28,5,66,0,3,0,43997 ,SF 
Aaron Civale ,139.6,131,8,0,4.08,1.21,63,132,38,19,26,26,8,0,21649 ,TB 
Tanner Scott ,67.6,90,4,26,3.23,1.21,24,53,29,5,69,0,3,0,7328 d,MIA 
Charlie Morton ,157.1,171,11,0,4.16,1.33,73,143,67,20,28,28,8,0,3181 d,ATL 
Ryan Helsley ,61.5,80,4,27,3.22,1.16,22,45,26,7,61,0,3,0,7481 d,STL 
Evan Phillips ,63.7,72,4,29,3.43,1.14,24,53,20,8,62,0,3,0,7989 d,LAD 
David Bednar ,64.7,77,3,31,3.37,1.16,24,54,21,7,64,0,3,0,8451 d,PIT 
Nick Pivetta ,158.8,177,10,0,4.39,1.28,77,143,60,25,31,27,10,0,6590 d,BOS 
Marcus Stroman ,153.6,128,10,0,4.00,1.30,68,150,50,18,28,28,8,1,4796 d,NYY 
Jordan Romano ,62.4,74,4,32,3.53,1.19,24,52,23,8,62,0,3,0,7647 d,TOR 
Reid Detmers ,160.1,171,9,0,4.28,1.29,76,147,61,23,29,29,9,0,43840 ,LAA 
Kenta Maeda ,135.7,138,8,0,4.23,1.23,64,127,40,20,32,25,9,0,5939 d,DET 
Yusei Kikuchi ,149.1,158,9,0,4.21,1.30,70,139,55,23,29,29,8,0,7015 d,TOR 
Clay Holmes ,64.8,68,4,31,3.43,1.24,25,56,25,5,64,0,3,0,6584 d,NYY 
Gavin Williams ,139.6,142,8,0,4.08,1.28,63,123,55,19,26,26,8,0,44694 ,CLE 
Lance Lynn ,169.2,158,10,0,4.41,1.29,83,166,53,27,30,29,10,0,3661 d,STL 
Sean Manaea ,141.8,147,8,0,4.24,1.26,67,133,46,21,28,23,8,0,4944 d,NYM 
Griffin Canning ,143.1,150,8,0,4.24,1.27,67,135,47,22,26,26,8,0,7166 d,LAA 
Ryan Pepiot ,134.3,136,8,0,4.16,1.26,62,118,50,20,29,24,7,0,38313 ,TB 
Jon Gray ,155.9,151,9,0,4.29,1.29,74,148,53,22,28,28,9,1,4933 d,TEX 
Taj Bradley ,124.5,130,8,0,4.15,1.25,57,114,42,19,38,21,7,0,44442 ,TB 
Brandon Pfaadt ,143.0,136,8,0,4.33,1.24,69,141,37,23,27,27,9,0,44436 ,ARI 
Jose Alvarado ,65.2,88,3,21,3.19,1.24,23,50,30,6,66,0,3,0,6550 d,PHI 
Adbert Alzolay ,63.8,68,3,28,3.67,1.16,26,56,18,8,57,0,3,0,7380 d,CHC 
Paul Sewald ,63.4,76,3,29,3.75,1.19,26,53,23,9,64,0,3,0,6147 d,ARI 
JP Sears ,162.7,149,8,0,4.37,1.27,79,155,51,26,29,29,11,0,7334 d,OAK 
Dean Kremer ,163.2,141,10,0,4.30,1.31,78,162,52,23,30,29,9,0,7918 d,BAL 
Alexis Diaz ,67.2,82,4,31,3.93,1.27,29,52,33,8,67,0,4,0,45001 ,CIN 
Shane Baz ,96.7,105,6,0,3.84,1.20,41,85,31,13,23,18,5,0,7158 d,TB 
Craig Kimbrel ,65.3,81,4,24,3.82,1.22,28,52,28,8,66,0,4,0,3238 d,BAL 
Mason Miller ,62.2,80,3,14,3.35,1.14,23,46,25,7,59,1,3,0,45221 ,OAK 
Nick Lodolo ,117.0,138,6,0,4.10,1.26,53,107,40,17,29,21,6,0,6953 d,CIN 
Ranger Suarez ,149.9,132,9,0,4.05,1.35,67,147,55,17,27,27,8,0,7247 d,PHI 
Lucas Giolito ,171.9,179,10,0,4.55,1.33,87,165,64,27,30,30,10,0,4723 d,BOS 
Kenley Jansen ,60.3,71,4,31,4.06,1.24,27,51,24,8,62,0,3,0,3630 d,BOS 
Kyle Harrison ,133.0,149,7,0,4.16,1.31,61,115,59,18,27,26,7,0,43921 ,SF 
Logan Allen ,138.4,131,8,0,4.16,1.31,64,132,50,19,26,26,8,0,43900 ,CLE 
Cristopher Sanchez ,133.8,118,8,0,4.16,1.29,62,130,43,17,30,23,7,0,39312 ,PHI 
Louie Varland ,123.7,120,7,0,4.18,1.26,57,120,36,17,34,19,7,0,44936 ,MIN 
Brayan Bello ,161.4,141,11,0,4.28,1.37,77,167,54,19,29,29,10,0,44932 ,BOS 
Miles Mikolas ,177.5,124,10,0,4.49,1.29,88,190,40,26,30,30,10,0,5408 d,STL 
DL Hall ,100.7,124,6,0,3.82,1.30,43,84,46,12,39,15,5,0,6845 d,MIL 
Andrew Abbott ,132.6,145,8,0,4.33,1.31,64,123,51,21,25,25,8,0,44726 ,CIN 
MacKenzie Gore ,141.5,152,8,0,4.28,1.34,67,130,60,21,27,27,9,0,7146 d,WSH 
Steven Matz ,112.1,106,7,0,4.03,1.28,50,109,34,14,29,19,6,0,5344 d,STL 
John Means ,122.9,96,7,0,4.30,1.22,59,121,29,20,29,22,7,0,8079 d,BAL 
Kutter Crawford ,139.9,137,8,0,4.50,1.28,70,136,44,22,35,26,8,1,9957 d,BOS 
Jordan Hicks ,105.9,119,7,0,3.81,1.35,45,91,52,9,39,17,7,0,6897 d,SF 
Matt Brash ,62.0,84,4,8,3.28,1.23,23,48,28,6,63,0,3,0,44295 ,SEA 
Andrew Heaney ,133.2,140,8,0,4.45,1.30,66,126,47,22,30,25,8,0,4678 d,TEX 
Edward Cabrera ,130.0,140,8,0,4.16,1.36,60,111,65,16,25,25,8,0,39222 ,MIA 
Max Scherzer ,79.6,88,5,0,3.93,1.15,35,70,21,13,14,14,4,0,3744 d,TEX 
Ryan Pressly ,64.2,72,4,4,3.43,1.14,24,55,18,7,64,0,3,0,5361 d,HOU 
Matt Strahm ,69.5,81,4,2,3.65,1.13,28,59,20,9,66,0,4,0,5901 d,PHI 
Jameson Taillon ,150.5,129,8,0,4.51,1.28,75,152,40,24,28,28,9,0,4657 d,CHC 
Patrick Sandoval ,154.2,145,9,0,4.14,1.40,71,149,67,18,28,28,9,0,8031 d,LAA 
Clarke Schmidt ,141.9,130,8,0,4.38,1.31,69,140,46,20,27,27,8,0,7264 d,NYY 
Robert Stephenson ,59.2,77,3,11,3.72,1.13,24,48,19,9,61,0,3,0,4734 d,LAA 
Chris Paddack ,114.0,103,7,0,4.31,1.25,55,115,27,16,27,20,7,0,6426 d,MIN 
A.J. Minter ,62.3,77,4,4,3.49,1.16,24,52,20,7,65,0,3,0,7030 d,ATL 
Zack Littell ,136.4,111,8,0,4.41,1.28,67,139,36,21,33,23,7,0,6563 d,TB 
Bryan Abreu ,65.4,89,3,2,3.24,1.20,24,48,30,6,64,0,2,0,8384 d,HOU 
Dane Dunning ,157.6,134,10,0,4.39,1.36,77,160,55,21,30,27,9,0,6619 d,TEX 
Brady Singer ,162.1,138,9,0,4.43,1.34,80,168,49,20,29,28,10,1,6811 d,KC 
Emmet Sheehan ,107.3,119,7,0,4.31,1.28,51,92,46,16,36,17,5,0,45411 ,LAD 
Jason Adam ,58.4,71,3,7,3.48,1.12,23,45,21,7,59,0,3,0,7309 d,TB 
Seth Lugo ,148.2,127,8,0,4.36,1.33,72,153,45,20,27,27,9,0,5890 d,KC 
Hunter Harvey ,60.5,67,3,13,3.73,1.17,25,53,18,8,60,0,3,0,4953 d,WSH 
Tanner Houck ,133.9,127,8,0,4.31,1.34,64,131,49,16,36,24,8,1,6987 d,BOS 
Frankie Montas ,133.7,131,8,0,4.44,1.32,66,132,44,21,24,24,8,0,5619 d,CIN 
Aroldis Chapman ,59.7,90,4,4,3.28,1.27,22,41,34,6,61,0,3,0,3068 d,PIT 
A.J. Puk ,64.6,79,4,5,3.63,1.20,26,57,21,8,63,0,4,0,5007 d,MIA 
Garrett Whitlock ,80.0,81,4,1,3.82,1.19,34,77,18,10,61,3,4,0,7916 d,BOS 
Trevor Rogers ,115.8,116,6,0,4.16,1.31,54,111,41,14,23,23,8,0,6995 d,MIA 
Brusdar Graterol ,63.2,52,4,7,3.41,1.19,24,59,16,5,63,0,3,0,31521 ,LAD 
Ross Stripling ,133.5,108,6,0,4.35,1.27,65,137,32,20,33,23,8,0,4931 d,OAK 
Kyle Gibson ,173.2,137,10,0,4.45,1.37,86,180,57,22,30,30,10,0,3655 d,STL 
Robert Suarez ,62.0,64,3,19,3.95,1.24,27,53,24,8,62,0,4,0,45030 ,SD 
Jose Quintana ,152.4,128,9,0,4.31,1.38,73,156,54,18,27,27,8,0,4113 d,NYM 
Alex Lange ,64.6,77,4,21,3.98,1.37,29,53,35,7,65,0,4,0,26951 ,DET 
James Paxton ,102.1,107,7,0,4.31,1.30,49,97,36,17,26,18,6,0,4559 d,LAD 
Kevin Ginkel ,64.4,71,4,6,3.62,1.24,26,55,25,6,65,0,3,0,8447 d,ARI 
Keaton Winn ,114.5,99,6,0,4.17,1.30,53,114,35,13,28,20,7,0,46495 ,SF 
Reese Olson ,131.7,124,7,0,4.35,1.34,64,125,52,17,25,25,8,0,44805 ,DET 
Reynaldo Lopez ,68.9,78,4,2,3.74,1.22,29,60,25,9,60,1,3,0,6012 d,ATL 
Domingo German ,91.9,89,6,0,4.34,1.23,44,86,28,15,18,16,6,1,5634 d,SP) FA 
Jakob Junis ,116.6,114,6,0,4.40,1.29,57,117,33,18,31,18,6,0,6585 d,MIL 
Tyler Wells ,85.2,80,5,0,4.25,1.20,40,77,25,14,41,10,4,0,44081 ,BAL 
Erik Swanson ,63.1,71,3,3,3.73,1.17,26,54,20,9,63,0,3,0,6455 d,TOR 
Giovanny Gallegos ,62.6,68,3,5,3.85,1.16,27,55,18,9,62,0,3,0,6571 d,STL 
Hector Neris ,67.1,75,4,6,3.91,1.25,29,57,27,9,67,0,4,0,5544 d,CHC 
Michael Wacha ,140.2,116,8,0,4.53,1.33,71,143,43,21,26,26,9,0,4584 d,KC 
Jose Leclerc ,62.8,72,2,19,4.01,1.29,28,51,30,8,63,0,3,0,5914 d,TEX 
Chase Silseth ,116.2,115,7,0,4.33,1.35,56,108,48,17,28,21,7,0,45213 ,LAA 
Clayton Kershaw ,60.5,61,5,0,3.74,1.19,25,55,17,9,11,11,3,0,3215 d,LAD 
Carlos Estevez ,64.6,71,3,21,4.24,1.32,30,58,27,9,65,0,4,0,5929 d,LAA 
Luis Severino ,128.1,121,7,0,4.54,1.32,65,126,44,20,25,24,8,0,5244 d,NYM 
Alex Cobb ,91.0,81,5,0,3.86,1.31,39,93,27,9,16,16,5,1,3034 d,SF 
Taylor Rogers ,59.6,72,4,3,3.71,1.23,25,52,22,7,61,0,4,0,5909 d,SF 
Kyle Finnegan ,66.4,65,3,20,4.11,1.32,30,62,25,9,66,0,4,0,7565 d,WSH 
Jack Flaherty ,143.9,141,8,0,4.46,1.39,71,139,61,19,27,27,9,0,6021 d,DET 
Chris Martin ,59.9,58,4,2,3.62,1.20,24,60,12,7,62,0,3,0,5477 d,BOS 
Scott Barlow ,66.9,76,3,3,3.72,1.24,28,58,26,8,65,0,4,0,7351 d,CLE 
Caleb Ferguson ,59.3,68,4,1,3.57,1.24,24,51,23,6,63,0,3,0,7912 d,NYY 
JoJo Romero ,57.5,64,4,3,3.55,1.25,23,51,21,6,58,0,3,0,8369 d,STL 
Alek Manoah ,117.6,107,8,0,4.53,1.34,59,110,48,17,24,21,8,0,19812 ,TOR 
Garrett Crochet ,80.9,91,5,0,3.89,1.34,35,69,40,9,58,6,5,0,43886 ,CWS 
Taijuan Walker ,164.1,127,10,0,4.64,1.37,85,166,59,23,30,29,10,0,4571 d,PHI 
Yennier Cano ,65.6,62,3,7,3.66,1.27,27,61,22,6,65,0,3,0,45875 ,BAL 
Jhony Brito ,89.6,71,6,0,4.17,1.28,42,88,27,11,39,12,5,0,45324 ,SD 
Aaron Ashby ,84.7,93,5,0,3.85,1.37,36,76,40,9,40,11,5,0,43700 ,MIL 
Mike Clevinger ,122.8,106,7,0,4.60,1.31,63,122,39,19,25,22,8,1,5905 d,SP) FA 
Shawn Armstrong ,62.7,66,3,1,3.74,1.20,26,57,18,7,59,0,2,0,5597 d,TB 
Kyle Hendricks ,145.4,104,8,0,4.58,1.33,74,157,36,22,27,26,9,0,5462 d,CHC 
Joe Jimenez ,61.1,76,3,0,3.87,1.19,26,52,20,9,63,0,2,0,6164 d,ATL 
Chad Green ,53.0,60,4,1,3.81,1.17,22,46,15,8,52,0,3,0,6177 d,TOR 
Orion Kerkering ,57.7,65,3,4,3.75,1.22,24,51,20,7,60,0,3,0,46918 ,PHI 
Jose Urquidy ,110.0,91,6,0,4.56,1.27,56,109,30,19,41,15,6,0,22917 ,HOU 
Griffin Jax ,63.3,65,4,2,3.96,1.22,28,58,20,7,55,0,4,0,43669 ,MIN 
Yimi Garcia ,60.9,65,3,2,3.84,1.19,26,55,18,8,63,0,3,0,5193 d,TOR 
Josh Sborz ,61.8,75,4,2,3.92,1.26,27,54,24,8,61,0,3,0,7103 d,TEX 
Alex Vesia ,57.3,72,3,1,3.74,1.21,24,46,23,8,59,0,3,0,43639 ,LAD 
Colin Poche ,60.1,65,4,2,3.88,1.23,26,51,23,8,62,0,3,0,8278 d,TB 
Yuki Matsui ,61.3,73,2,9,3.80,1.28,26,52,26,7,62,0,3,0,7013 d,SD 
Joe Kelly ,56.3,73,3,2,3.59,1.26,22,46,25,5,57,0,3,0,4652 d,LAD 
Gregory Santos ,60.1,62,3,3,3.63,1.25,24,55,20,5,60,0,2,0,7285 d,SEA 
Andrew Nardi ,63.3,76,3,3,3.78,1.28,27,54,27,8,64,0,4,0,46456 ,MIA 
Jordan Wicks ,114.6,96,7,0,4.40,1.35,56,115,39,16,25,22,7,0,44679 ,CHC 
Trevor Megill ,58.5,76,3,1,3.73,1.25,24,51,23,7,57,0,2,0,10118 ,MIL 
Julian Merryweather ,64.2,79,3,2,3.84,1.27,27,55,27,8,62,0,3,0,7664 d,CHC 
David Robertson ,61.1,70,3,10,4.02,1.30,27,53,27,8,61,0,4,0,3283 d,TEX 
Colin Rea ,127.5,109,7,0,4.65,1.32,66,128,40,21,30,22,8,0,5822 d,MIL 
Aaron Bummer ,58.8,70,4,1,3.59,1.31,23,50,27,5,60,0,3,0,7028 d,ATL 
Bryce Elder ,131.1,102,9,0,4.47,1.39,65,134,48,16,23,23,6,0,44280 ,ATL 
John Brebbia ,56.6,59,3,16,4.33,1.28,27,53,19,9,58,1,4,0,7187 d,CWS 
Caleb Thielbar ,54.9,64,3,1,3.74,1.20,23,48,18,7,56,0,3,0,5363 d,MIN 
Wade Miley ,132.4,93,8,0,4.36,1.38,64,136,46,18,25,25,8,0,4000 d,MIL 
James McArthur ,65.4,63,3,13,4.14,1.31,30,62,23,7,64,0,3,0,44384 ,KC 
Joel Payamps ,64.8,64,3,2,3.87,1.24,28,60,20,9,61,0,4,0,8174 d,MIL 
Drew Rasmussen ,47.7,48,3,0,3.44,1.15,18,42,13,5,26,5,2,0,43665 ,TB 
Trevor Stephan ,64.2,70,4,2,3.99,1.28,28,58,24,8,60,0,4,0,8533 d,CLE 
Tim Mayza ,57.3,55,3,0,3.45,1.24,22,53,18,6,62,0,3,0,6321 d,TOR 
Tyler Holton ,63.5,58,3,1,3.81,1.22,27,58,19,7,62,0,3,0,45538 ,DET 
Pierce Johnson ,58.9,78,3,1,3.79,1.28,25,51,25,8,62,0,3,0,4212 d,ATL 
Alex Wood ,128.0,106,6,0,4.45,1.35,63,128,44,16,28,23,9,0,4574 d,OAK 
Anthony DeSclafani ,117.4,94,6,0,4.55,1.31,59,122,31,18,34,19,8,0,5487 d,MIN 
Jeff Hoffman ,64.4,76,3,3,4.08,1.27,29,54,28,9,62,0,3,0,6014 d,PHI 
Ian Hamilton ,61.8,71,3,1,3.73,1.30,26,52,28,7,59,0,3,0,8066 d,NYY 
Jeffrey Springs ,44.5,50,3,0,3.56,1.15,18,38,13,6,16,7,2,0,8051 d,TB 
Ryan Walker ,59.3,68,3,0,3.73,1.27,25,53,22,7,58,1,3,0,45949 ,SF 
Robert Gasser ,104.3,100,5,0,4.41,1.34,51,100,39,15,28,18,6,0,45374 ,MIL 
Will Vest ,61.3,64,3,1,3.78,1.27,26,56,21,6,60,0,3,0,44080 ,DET 
Gregory Soto ,64.9,75,3,3,3.94,1.31,28,55,30,7,67,0,4,0,7427 d,PHI 
Dauri Moreta ,57.5,65,3,0,3.91,1.22,25,48,22,7,57,0,3,0,44325 ,PIT 
Brock Burke ,62.2,61,3,0,3.92,1.23,27,58,18,9,59,0,3,0,8166 d,TEX 
Gabe Speier ,57.5,61,2,0,3.75,1.20,24,52,17,7,62,0,3,0,31848 ,SEA 
Will Smith ,61.1,60,3,13,4.36,1.31,30,57,23,9,63,0,4,0,4536 d,KC 
Michael Soroka ,107.5,91,6,0,4.57,1.33,55,108,36,16,28,19,7,0,6950 d,CWS 
Phil Maton ,62.2,68,3,1,4.03,1.26,28,55,23,8,62,0,3,0,7090 d,TB 
Seranthony Dominguez ,62.2,66,4,3,4.06,1.32,28,55,27,8,64,0,4,0,7177 d,PHI 
Jonathan Loaisiga ,53.6,45,3,3,3.81,1.23,23,51,15,6,52,0,3,0,7982 d,NYY 
Andrew Kittredge ,54.2,44,4,2,3.94,1.24,24,54,13,7,55,0,3,0,6556 d,STL 
Mark Leiter Jr. ,61.8,67,3,1,4.07,1.26,28,55,23,8,62,0,3,0,7140 d,CHC 
David Peterson ,74.0,80,4,0,4.02,1.36,33,69,32,8,29,11,4,0,7275 d,NYM 
Tyler Anderson ,155.6,126,8,0,4.77,1.37,82,160,54,25,28,28,9,0,5636 d,LAA 
Danny Coulombe ,57.2,61,3,2,3.91,1.28,25,53,20,8,59,0,3,0,5586 d,BAL 
Sam Hentges ,59.9,63,3,1,3.73,1.32,25,55,24,6,57,0,3,0,8159 d,CLE 
Lance McCullers Jr. ,61.1,62,4,0,3.89,1.32,26,54,26,7,21,9,3,0,4831 d,HOU 
John Schreiber ,61.4,63,3,2,3.91,1.30,27,56,24,7,60,0,3,0,10132 ,KC 
Enyel De Los Santos ,63.6,65,3,1,4.05,1.27,29,56,25,8,64,0,3,0,7504 d,SD 
Michael Lorenzen ,124.0,98,7,0,4.63,1.36,64,124,44,18,25,21,8,1,4976 d,"RP,SP) FA "
Ryan Brasier ,59.7,58,3,1,4.08,1.23,27,55,18,8,60,0,2,0,5367 d,LAD 
Brock Stewart ,56.1,70,2,1,3.82,1.27,24,48,24,7,56,0,2,0,6424 d,MIN 
Randy Vasquez ,103.1,89,6,0,4.39,1.38,50,100,43,14,22,19,7,0,44895 ,SD 
Jason Foley ,62.3,50,2,8,3.85,1.31,27,63,18,5,63,0,3,0,44012 ,DET 
Drew Thorpe ,54.5,52,4,0,3.97,1.26,24,51,18,7,12,10,3,0,47300 ,SD 
J.P. France ,118.2,104,7,0,4.53,1.40,60,117,48,18,41,16,6,0,45204 ,HOU 
Eli Morgan ,60.0,62,3,0,4.14,1.23,28,56,18,9,57,0,3,0,43930 ,CLE 
Hoby Milner ,60.3,57,2,0,3.83,1.23,26,58,16,8,63,0,2,0,6628 d,MIL 
Jacob deGrom ,26.4,36,2,0,3.01,0.95,9,20,6,3,5,5,1,0,4850 d,TEX 
Nick Martinez ,111.2,105,5,1,4.42,1.39,55,112,43,16,48,14,6,0,4928 d,CIN 
Kevin Kelly ,50.8,45,3,1,3.81,1.22,21,47,15,5,49,0,2,0,45797 ,TB 
Andrew Chafin ,56.6,61,3,2,3.92,1.31,25,50,24,6,60,0,3,0,4797 d,DET 
Tristan Beck ,118.9,99,6,0,4.56,1.37,60,123,40,16,37,17,7,0,6996 d,SF 
Tommy Kahnle ,54.8,62,2,2,3.92,1.26,24,46,23,7,55,0,3,0,5382 d,NYY 
Abner Uribe ,58.6,75,2,1,3.63,1.37,24,44,36,5,60,0,2,0,45146 ,MIL 
James Karinchak ,51.3,69,3,0,3.91,1.31,22,38,29,7,53,0,3,0,9938 d,CLE 
Joe Ross ,89.4,79,5,0,4.50,1.33,45,89,30,13,32,13,6,0,4710 d,MIL 
Tyler Rogers ,67.9,51,3,2,4.00,1.29,30,69,19,7,66,0,4,0,30850 ,SF 
Garrett Cleavinger ,46.5,61,2,0,3.62,1.26,19,36,23,5,48,0,2,0,39173 ,TB 
Graham Ashcraft ,149.9,118,8,0,4.68,1.40,78,158,52,20,27,27,9,0,44328 ,CIN 
Adam Ottavino ,61.1,63,3,3,4.07,1.32,28,54,27,7,64,0,3,0,3022 d,NYM 
Cole Irvin ,76.2,58,4,0,4.37,1.27,37,80,17,11,41,7,4,0,7588 d,BAL 
Fernando Cruz ,54.5,70,3,0,4.08,1.30,25,47,24,8,54,0,3,0,45440 ,CIN 
Nick Sandlin ,58.9,63,3,0,4.05,1.29,27,50,26,8,59,0,4,0,43932 ,CLE 
