Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Tyler Glasnow ,141.7,180,11,0,3.50,1.12,55,115,44,18,25,25,6,0,4587 d,LAD 
Joe Musgrove ,161.7,158,11,0,3.64,1.16,65,147,41,20,28,27,8,0,5883 d,SD 
Joe Ryan ,167.4,185,11,0,3.99,1.14,74,148,44,26,30,29,9,0,43688 ,MIN 
Blake Snell ,163.3,207,11,0,3.61,1.27,66,129,79,18,29,29,8,0,5835 d,SP) FA 
Jesus Luzardo ,168.4,193,10,0,3.82,1.22,71,149,57,22,30,29,9,0,6889 d,MIA 
Sonny Gray ,166.3,156,11,0,3.67,1.23,68,151,54,17,29,29,8,0,4755 d,STL 
Grayson Rodriguez ,161.9,174,10,0,3.77,1.21,68,142,54,19,30,30,8,0,7924 d,BAL 
Justin Steele ,172.2,165,11,0,3.69,1.25,71,163,52,18,30,30,8,0,8158 d,CHC 
Shane Bieber ,171.4,163,10,0,3.81,1.21,72,163,45,21,28,28,9,1,7178 d,CLE 
Chris Sale ,135.8,161,10,0,3.81,1.17,57,119,40,19,26,26,6,0,3207 d,ATL 
Chris Bassitt ,187.2,167,12,0,4.05,1.24,84,176,55,26,31,31,10,1,5554 d,TOR 
Bobby Miller ,148.7,146,11,0,3.86,1.19,64,134,43,18,27,27,7,0,43804 ,LAD 
Jordan Montgomery ,175.2,161,11,0,3.89,1.25,76,170,49,22,30,30,9,0,7062 d,SP) FA 
Carlos Rodon ,145.7,167,10,0,3.99,1.19,65,124,49,21,27,27,8,1,5674 d,NYY 
Tanner Bibee ,162.8,160,10,0,3.94,1.23,71,149,50,22,29,28,9,0,45056 ,CLE 
Michael King ,143.1,161,9,0,3.73,1.23,59,125,51,18,33,24,7,0,8489 d,SD 
Edwin Diaz ,61.3,94,3,33,2.84,1.03,19,42,21,6,61,0,2,0,5996 d,NYM 
Justin Verlander ,153.8,139,11,0,4.01,1.21,69,143,44,22,26,26,8,0,3623 d,HOU 
Jose Berrios ,176.0,165,11,0,4.14,1.24,81,170,49,25,31,30,10,0,5722 d,TOR 
Yu Darvish ,157.2,156,10,0,4.13,1.20,72,144,44,23,27,26,9,0,3965 d,SD 
Bailey Ober ,151.4,148,9,0,4.08,1.18,69,143,35,24,28,28,8,0,44064 ,MIN 
Eury Perez ,138.0,157,8,0,3.90,1.19,60,117,46,20,27,27,8,0,44610 ,MIA 
Merrill Kelly ,179.5,168,11,0,4.05,1.28,81,169,61,23,31,30,10,0,8374 d,ARI 
Jhoan Duran ,64.8,86,4,30,2.84,1.12,20,49,23,5,64,0,3,0,8034 d,MIN 
Dylan Cease ,173.1,201,10,0,4.03,1.31,78,151,75,22,31,31,10,0,6848 d,CWS 
Hunter Brown ,152.6,163,11,0,3.95,1.28,67,139,57,18,31,27,8,0,44176 ,HOU 
Eduardo Rodriguez ,165.3,158,11,0,3.93,1.29,72,159,54,19,29,29,9,0,3963 d,ARI 
Devin Williams ,62.4,89,5,31,2.99,1.16,21,43,29,6,63,0,3,0,27766 ,MIL 
Emmanuel Clase ,66.9,67,4,34,3.02,1.11,22,58,16,5,67,0,3,0,27356 ,CLE 
Shota Imanaga ,143.3,143,9,0,3.94,1.22,63,135,40,21,26,26,7,2,6979 d,CHC 
Kodai Senga ,134.1,156,9,0,3.74,1.27,56,111,59,16,22,23,7,1,6917 d,NYM 
Cole Ragans ,161.2,170,10,0,3.94,1.30,71,143,67,18,28,28,9,0,6834 d,KC 
Hunter Greene ,150.3,189,9,0,4.26,1.24,71,129,58,25,28,28,9,0,6871 d,CIN 
Josh Hader ,60.0,87,3,33,3.14,1.13,21,42,26,7,62,0,2,0,5047 d,HOU 
Nestor Cortes Jr. ,133.3,134,9,0,4.05,1.20,60,120,39,21,28,24,6,0,7375 d,NYY 
Pete Fairbanks ,56.7,79,4,29,2.99,1.11,19,41,22,5,59,0,2,0,19909 ,TB 
Mitch Keller ,183.1,177,11,0,4.18,1.31,85,178,62,21,31,31,10,0,6477 d,PIT 
Andres Munoz ,59.6,82,4,26,3.00,1.12,20,44,23,5,60,0,3,0,24281 ,SEA 
Triston McKenzie ,144.2,144,8,0,4.10,1.21,66,128,47,22,25,25,9,0,39295 ,CLE 
Raisel Iglesias ,63.0,75,4,31,3.37,1.12,24,54,16,8,62,0,3,0,5589 d,ATL 
Nathan Eovaldi ,156.0,143,10,0,4.12,1.26,71,151,45,22,27,27,8,2,4423 d,TEX 
Cristian Javier ,158.9,168,10,0,4.34,1.25,77,137,63,26,29,29,8,0,10002 ,HOU 
Bryan Woo ,131.5,137,8,0,4.04,1.21,59,117,43,18,32,24,8,0,47011 ,SEA 
Bryce Miller ,144.3,131,9,0,4.18,1.21,67,138,37,21,27,27,8,0,45184 ,SEA 
Camilo Doval ,65.5,80,4,34,3.36,1.23,24,53,28,5,66,0,3,0,43997 ,SF 
Walker Buehler ,126.7,118,9,0,3.98,1.21,56,119,35,17,22,22,6,1,7002 d,LAD 
Aaron Civale ,139.6,131,8,0,4.08,1.21,63,132,38,19,26,26,8,0,21649 ,TB 
Tanner Scott ,67.5,89,4,26,3.23,1.21,24,53,29,5,69,0,3,0,7328 d,MIA 
Ryan Helsley ,61.3,80,4,27,3.22,1.16,22,45,26,7,61,0,3,0,7481 d,STL 
Evan Phillips ,63.8,72,4,29,3.43,1.14,24,53,20,8,62,0,3,0,7989 d,LAD 
David Bednar ,64.7,77,3,31,3.37,1.16,24,54,21,7,64,0,3,0,8451 d,PIT 
Braxton Garrett ,145.5,138,8,0,3.99,1.26,64,144,39,18,27,27,8,0,6815 d,MIA 
Nick Pivetta ,158.8,177,10,0,4.38,1.28,77,143,60,25,31,27,10,0,6590 d,BOS 
Charlie Morton ,153.6,167,11,0,4.17,1.33,71,140,65,19,28,27,8,0,3181 d,ATL 
Jordan Romano ,62.2,74,4,32,3.53,1.19,24,51,23,8,62,0,3,0,7647 d,TOR 
Marcus Stroman ,153.6,129,10,0,4.00,1.30,68,150,50,18,28,28,8,1,4796 d,NYY 
Reid Detmers ,159.8,171,9,0,4.28,1.29,76,146,60,23,29,29,9,0,43840 ,LAA 
Kyle Bradish ,111.4,110,8,0,3.78,1.23,47,101,36,13,18,20,6,0,39964 ,BAL 
Kenta Maeda ,135.8,138,8,0,4.23,1.23,64,127,40,20,32,25,9,0,5939 d,DET 
Clay Holmes ,64.9,69,4,31,3.43,1.24,25,56,25,5,64,0,3,0,6584 d,NYY 
Yusei Kikuchi ,149.2,158,9,0,4.21,1.30,70,139,55,23,29,29,8,0,7015 d,TOR 
Gavin Williams ,139.8,141,8,0,4.08,1.28,63,123,55,19,26,26,8,0,44694 ,CLE 
Sean Manaea ,141.8,147,8,0,4.24,1.26,67,133,46,21,28,23,9,0,4944 d,NYM 
Lance Lynn ,169.2,158,10,0,4.41,1.29,83,166,53,27,30,29,10,0,3661 d,STL 
Griffin Canning ,143.1,150,8,0,4.24,1.27,67,135,47,22,26,26,8,0,7166 d,LAA 
Ryan Pepiot ,134.4,136,8,0,4.16,1.26,62,118,50,20,29,24,7,0,38313 ,TB 
Jon Gray ,155.9,151,9,0,4.29,1.29,74,148,53,22,28,28,9,1,4933 d,TEX 
Taj Bradley ,125.9,131,8,0,4.15,1.25,58,115,43,19,38,21,7,0,44442 ,TB 
Jose Alvarado ,65.2,88,3,21,3.19,1.24,23,50,31,6,66,0,3,0,6550 d,PHI 
Brandon Pfaadt ,143.2,136,8,0,4.33,1.24,69,141,37,23,27,27,9,0,44436 ,ARI 
Adbert Alzolay ,63.9,69,3,28,3.68,1.16,26,57,18,8,57,0,3,0,7380 d,CHC 
Paul Sewald ,63.2,76,3,29,3.74,1.19,26,52,23,9,64,0,3,0,6147 d,ARI 
JP Sears ,162.8,149,8,0,4.37,1.27,79,155,51,26,29,29,11,0,7334 d,OAK 
Dean Kremer ,163.3,141,10,0,4.30,1.31,78,162,52,23,30,29,9,0,7918 d,BAL 
Alexis Diaz ,67.2,82,4,31,3.93,1.27,29,52,33,8,67,0,4,0,45001 ,CIN 
Craig Kimbrel ,65.3,81,4,25,3.82,1.22,28,52,28,8,66,0,4,0,3238 d,BAL 
Mason Miller ,62.0,80,3,15,3.35,1.14,23,46,25,7,59,1,3,0,45221 ,OAK 
Shane Baz ,94.4,102,6,0,3.84,1.20,40,83,30,12,23,18,5,0,7158 d,TB 
Ranger Suarez ,149.9,131,9,0,4.04,1.35,67,147,56,17,27,27,8,0,7247 d,PHI 
Kyle Harrison ,133.7,150,7,0,4.15,1.31,62,116,60,18,27,27,7,0,43921 ,SF 
Max Scherzer ,86.4,96,6,0,3.94,1.15,38,76,23,14,15,15,5,0,3744 d,TEX 
Nick Lodolo ,115.6,137,6,0,4.11,1.26,53,106,40,17,29,21,6,0,6953 d,CIN 
Lucas Giolito ,172.1,179,10,0,4.55,1.33,87,165,64,27,30,30,10,0,4723 d,BOS 
Logan Allen ,138.4,131,8,0,4.16,1.31,64,132,50,19,26,26,8,0,43900 ,CLE 
Louie Varland ,123.8,120,7,0,4.17,1.26,57,120,36,17,34,19,7,0,44936 ,MIN 
Cristopher Sanchez ,133.9,118,8,0,4.16,1.29,62,130,43,17,31,23,7,0,39312 ,PHI 
DL Hall ,100.8,124,6,0,3.82,1.29,43,84,46,12,38,16,5,0,6845 d,MIL 
Brayan Bello ,161.5,141,11,0,4.28,1.37,77,167,54,19,29,29,10,0,44932 ,BOS 
Kenley Jansen ,60.2,71,3,31,4.06,1.24,27,51,24,8,62,0,3,0,3630 d,BOS 
Miles Mikolas ,177.5,124,10,0,4.49,1.29,89,190,40,26,30,30,10,0,5408 d,STL 
Andrew Abbott ,132.6,145,8,0,4.33,1.31,64,123,51,21,25,25,8,0,44726 ,CIN 
A.J. Puk ,77.6,93,5,5,3.75,1.21,32,69,25,10,56,4,5,0,5007 d,MIA 
MacKenzie Gore ,141.4,151,8,0,4.28,1.34,67,130,59,21,27,27,9,0,7146 d,WSH 
Steven Matz ,112.1,106,7,0,4.03,1.28,50,109,34,14,29,19,6,0,5344 d,STL 
Edward Cabrera ,130.0,140,8,0,4.16,1.35,60,112,65,16,25,25,8,0,39222 ,MIA 
Kutter Crawford ,140.3,137,8,0,4.49,1.28,70,136,44,22,35,26,8,1,9957 d,BOS 
Jordan Hicks ,107.3,120,7,0,3.84,1.35,46,92,53,10,35,18,6,0,6897 d,SF 
John Means ,118.8,93,7,0,4.30,1.22,57,117,28,20,26,22,7,0,8079 d,BAL 
Ryan Pressly ,64.2,72,4,4,3.43,1.14,24,55,18,7,64,0,3,0,5361 d,HOU 
Matt Strahm ,69.5,81,4,2,3.65,1.13,28,59,20,9,66,0,4,0,5901 d,PHI 
Jameson Taillon ,150.5,130,8,0,4.52,1.28,75,152,40,24,28,28,9,0,4657 d,CHC 
Robert Stephenson ,59.2,77,3,11,3.72,1.13,24,48,19,9,61,0,3,0,4734 d,LAA 
Patrick Sandoval ,154.0,145,9,0,4.14,1.40,71,149,67,18,28,28,9,0,8031 d,LAA 
Andrew Heaney ,133.2,139,8,0,4.44,1.31,66,126,47,22,30,25,8,0,4678 d,TEX 
Clarke Schmidt ,141.9,130,8,0,4.38,1.31,69,140,46,20,27,27,8,0,7264 d,NYY 
A.J. Minter ,62.3,77,4,4,3.49,1.16,24,52,20,7,65,0,3,0,7030 d,ATL 
Bryan Abreu ,65.4,89,3,2,3.24,1.20,24,48,30,6,64,0,2,0,8384 d,HOU 
Chris Paddack ,114.0,103,7,0,4.31,1.25,55,115,27,16,27,20,7,0,6426 d,MIN 
Zack Littell ,136.4,111,8,0,4.41,1.28,67,139,36,21,33,23,7,0,6563 d,TB 
Jason Adam ,58.4,71,3,7,3.48,1.12,23,45,21,7,59,0,3,0,7309 d,TB 
Matt Brash ,58.2,79,4,6,3.28,1.23,21,45,26,5,58,0,3,0,44295 ,SEA 
Brady Singer ,162.1,138,9,0,4.43,1.34,80,168,49,20,29,28,10,1,6811 d,KC 
Emmet Sheehan ,106.1,118,7,0,4.31,1.28,51,91,46,16,34,17,5,0,45411 ,LAD 
Hunter Harvey ,60.3,67,3,13,3.73,1.17,25,53,18,8,60,0,3,0,4953 d,WSH 
Tanner Houck ,133.5,127,8,0,4.30,1.34,64,130,49,16,36,24,8,1,6987 d,BOS 
Frankie Montas ,133.7,132,8,0,4.44,1.32,66,132,44,21,24,24,8,0,5619 d,CIN 
Seth Lugo ,148.4,127,8,0,4.36,1.33,72,153,45,20,27,27,9,0,5890 d,KC 
Dane Dunning ,157.6,134,10,0,4.39,1.37,77,160,55,21,30,27,9,0,6619 d,TEX 
Garrett Whitlock ,80.5,82,4,1,3.82,1.19,34,77,18,10,61,3,4,0,7916 d,BOS 
Reynaldo Lopez ,78.7,88,5,1,3.83,1.24,34,69,29,10,55,5,4,0,6012 d,ATL 
Brusdar Graterol ,63.2,52,4,7,3.41,1.19,24,59,16,5,63,0,3,0,31521 ,LAD 
Trevor Rogers ,111.0,111,6,0,4.16,1.30,51,106,39,14,26,21,7,0,6995 d,MIA 
Kyle Gibson ,173.2,137,10,0,4.45,1.37,86,180,57,22,30,30,10,0,3655 d,STL 
Robert Suarez ,62.0,64,3,19,3.97,1.24,27,53,24,8,62,0,4,0,45030 ,SD 
Ross Stripling ,130.3,106,6,0,4.36,1.27,63,134,32,20,33,23,8,0,4931 d,OAK 
Aroldis Chapman ,59.7,90,3,4,3.28,1.27,22,41,34,6,61,0,3,0,3068 d,PIT 
Keaton Winn ,118.0,102,6,0,4.16,1.30,55,117,36,14,28,20,7,0,46495 ,SF 
Jose Quintana ,152.3,128,9,0,4.31,1.38,73,156,54,18,27,27,8,0,4113 d,NYM 
Alex Cobb ,95.9,85,6,0,3.85,1.31,41,97,28,9,17,17,5,1,3034 d,SF 
Alex Lange ,64.6,77,4,21,3.98,1.37,29,53,35,6,65,0,4,0,26951 ,DET 
James Paxton ,102.1,107,7,0,4.31,1.30,49,97,36,17,26,18,6,0,4559 d,LAD 
Kevin Ginkel ,64.0,70,4,6,3.62,1.24,26,54,25,6,65,0,3,0,8447 d,ARI 
Reese Olson ,131.8,125,7,0,4.35,1.34,64,125,52,17,25,25,9,0,44805 ,DET 
Domingo German ,91.3,88,6,0,4.33,1.23,44,85,27,15,19,16,6,1,5634 d,SP) FA 
Jakob Junis ,116.5,114,6,0,4.41,1.29,57,117,33,18,31,18,6,0,6585 d,MIL 
Tyler Wells ,92.8,86,5,0,4.30,1.21,44,84,28,16,41,11,5,0,44081 ,BAL 
Hector Neris ,67.1,75,4,6,3.91,1.24,29,57,27,9,67,0,4,0,5544 d,CHC 
Erik Swanson ,63.1,71,3,3,3.73,1.17,26,54,20,9,63,0,3,0,6455 d,TOR 
Giovanny Gallegos ,62.6,68,3,5,3.85,1.16,27,55,18,9,62,0,3,0,6571 d,STL 
Jose Leclerc ,62.8,72,2,19,4.01,1.29,28,51,30,8,63,0,3,0,5914 d,TEX 
Clayton Kershaw ,60.3,61,5,0,3.74,1.19,25,55,17,9,11,11,3,0,3215 d,LAD 
Carlos Estevez ,64.5,71,3,21,4.23,1.32,30,58,27,9,65,0,4,0,5929 d,LAA 
Chase Silseth ,116.5,115,7,0,4.33,1.35,56,109,49,17,28,21,7,0,45213 ,LAA 
Taylor Rogers ,59.6,72,4,3,3.71,1.23,25,52,22,7,61,0,4,0,5909 d,SF 
Michael Wacha ,140.2,116,8,0,4.53,1.33,71,143,43,21,26,26,9,0,4584 d,KC 
Kyle Finnegan ,66.4,65,3,20,4.11,1.32,30,62,25,9,66,0,4,0,7565 d,WSH 
Luis Severino ,128.1,121,7,0,4.54,1.32,65,126,43,20,25,24,8,0,5244 d,NYM 
Chris Martin ,59.9,58,4,2,3.62,1.20,24,60,12,7,62,0,3,0,5477 d,BOS 
Joe Jimenez ,63.0,79,3,1,3.86,1.18,27,54,21,9,65,0,2,0,6164 d,ATL 
Scott Barlow ,66.9,76,3,3,3.72,1.24,28,58,26,8,65,0,4,0,7351 d,CLE 
Caleb Ferguson ,59.7,68,4,2,3.59,1.25,24,51,24,6,63,0,3,0,7912 d,NYY 
Jack Flaherty ,144.0,141,8,0,4.46,1.39,71,139,61,19,27,27,9,0,6021 d,DET 
JoJo Romero ,57.5,64,4,3,3.55,1.25,23,51,21,6,58,0,3,0,8369 d,STL 
Yuki Matsui ,61.3,74,2,8,3.67,1.25,25,51,26,7,61,0,2,0,7013 d,SD 
Garrett Crochet ,79.2,89,5,2,3.89,1.35,34,67,39,9,56,6,5,0,43886 ,CWS 
Yennier Cano ,65.6,62,3,7,3.66,1.27,27,61,22,6,65,0,3,0,45875 ,BAL 
Jose Urquidy ,116.7,96,7,0,4.60,1.28,60,117,32,20,38,17,6,0,22917 ,HOU 
Jhony Brito ,96.0,76,6,0,4.19,1.29,45,94,29,12,40,13,6,0,45324 ,SD 
Aaron Ashby ,84.7,93,5,0,3.85,1.36,36,76,40,9,40,11,5,0,43700 ,MIL 
Taijuan Walker ,164.1,127,10,0,4.64,1.37,85,166,59,23,30,29,10,0,4571 d,PHI 
Shawn Armstrong ,62.7,65,3,1,3.74,1.20,26,57,18,7,59,0,2,0,5597 d,TB 
Gregory Santos ,60.9,63,3,4,3.63,1.25,25,56,20,5,61,0,2,0,7285 d,SEA 
Orion Kerkering ,57.7,65,3,4,3.75,1.22,24,51,20,7,60,0,3,0,46918 ,PHI 
Chad Green ,53.0,59,4,1,3.81,1.17,22,46,15,8,52,0,3,0,6177 d,TOR 
Alex Vesia ,57.3,73,3,1,3.73,1.21,24,46,23,8,59,0,3,0,43639 ,LAD 
Yimi Garcia ,60.9,65,3,2,3.84,1.19,26,55,18,8,63,0,3,0,5193 d,TOR 
Josh Sborz ,61.8,75,4,2,3.91,1.26,27,54,24,8,61,0,3,0,7103 d,TEX 
Griffin Jax ,63.2,65,4,2,3.96,1.22,28,57,20,7,55,0,4,0,43669 ,MIN 
Colin Poche ,60.1,65,4,2,3.88,1.23,26,51,23,8,62,0,3,0,8278 d,TB 
Mike Clevinger ,119.1,103,7,0,4.60,1.31,61,118,38,19,24,22,8,1,5905 d,SP) FA 
Aaron Bummer ,60.3,72,4,1,3.57,1.31,24,51,28,5,61,0,3,0,7028 d,ATL 
Kyle Hendricks ,145.4,104,8,0,4.59,1.33,74,157,36,22,27,26,9,0,5462 d,CHC 
Joe Kelly ,56.3,73,3,2,3.59,1.26,22,46,25,5,57,0,3,0,4652 d,LAD 
Andrew Nardi ,63.3,76,3,3,3.78,1.28,27,54,27,8,64,0,4,0,46456 ,MIA 
Trevor Megill ,58.5,76,3,1,3.73,1.25,24,50,23,7,57,0,2,0,10118 ,MIL 
David Robertson ,61.1,70,3,10,4.02,1.30,27,53,27,8,61,0,4,0,3283 d,TEX 
Jordan Wicks ,114.6,97,7,0,4.40,1.35,56,115,39,16,25,22,7,0,44679 ,CHC 
Julian Merryweather ,64.2,79,3,2,3.85,1.27,27,55,27,8,62,0,3,0,7664 d,CHC 
Alek Manoah ,114.8,104,7,0,4.52,1.34,58,107,47,16,23,21,7,0,19812 ,TOR 
Colin Rea ,127.5,109,7,0,4.65,1.32,66,128,40,21,30,22,8,0,5822 d,MIL 
Caleb Thielbar ,54.9,64,3,1,3.74,1.20,23,48,18,7,56,0,3,0,5363 d,MIN 
James McArthur ,65.2,62,3,13,4.14,1.31,30,62,23,7,64,0,3,0,44384 ,KC 
Tyler Holton ,63.5,58,3,1,3.81,1.21,27,58,19,7,62,0,3,0,45538 ,DET 
Wade Miley ,132.4,93,8,0,4.36,1.38,64,136,46,18,25,25,8,0,4000 d,MIL 
Joel Payamps ,64.8,64,3,2,3.87,1.24,28,60,20,9,61,0,4,0,8174 d,MIL 
Tim Mayza ,57.3,55,3,0,3.45,1.24,22,53,18,6,62,0,3,0,6321 d,TOR 
Drew Rasmussen ,47.4,48,3,0,3.45,1.15,18,41,13,5,26,5,2,0,43665 ,TB 
Pierce Johnson ,58.9,78,3,1,3.79,1.28,25,51,25,8,62,0,3,0,4212 d,ATL 
Anthony DeSclafani ,117.7,94,6,0,4.55,1.31,59,123,31,18,34,19,8,0,5487 d,MIN 
Alex Wood ,126.5,105,6,0,4.45,1.35,63,127,44,16,27,23,9,0,4574 d,OAK 
Jeffrey Springs ,45.6,51,3,0,3.57,1.15,18,39,13,6,16,7,2,0,8051 d,TB 
Jeff Hoffman ,64.4,76,3,3,4.07,1.27,29,54,28,9,62,0,3,0,6014 d,PHI 
Ian Hamilton ,62.5,72,3,1,3.73,1.30,26,53,29,7,60,0,3,0,8066 d,NYY 
Ryan Walker ,59.3,68,3,0,3.73,1.27,25,53,22,7,58,1,3,0,45949 ,SF 
Will Vest ,61.3,64,3,1,3.77,1.27,26,56,21,6,60,0,3,0,44080 ,DET 
Gregory Soto ,64.9,75,3,3,3.93,1.31,28,55,30,7,67,0,4,0,7427 d,PHI 
Robert Gasser ,104.3,100,5,0,4.41,1.34,51,100,39,15,28,18,6,0,45374 ,MIL 
Brock Burke ,62.2,61,3,0,3.92,1.23,27,58,18,9,59,0,3,0,8166 d,TEX 
Gabe Speier ,57.5,61,2,0,3.75,1.20,24,52,17,7,62,0,3,0,31848 ,SEA 
Will Smith ,61.1,60,3,13,4.35,1.31,30,57,23,8,63,0,4,0,4536 d,KC 
Bryce Elder ,120.9,94,8,0,4.47,1.39,60,124,44,15,21,21,6,0,44280 ,ATL 
John Brebbia ,52.5,55,3,12,4.32,1.28,25,49,18,8,53,1,4,0,7187 d,CWS 
Michael Soroka ,108.0,92,6,0,4.57,1.33,55,108,36,16,27,19,7,0,6950 d,CWS 
Dauri Moreta ,53.6,60,3,0,3.90,1.22,23,45,20,7,52,0,2,0,44325 ,PIT 
Andrew Kittredge ,54.2,44,4,2,3.93,1.24,24,54,13,7,55,0,3,0,6556 d,STL 
Jonathan Loaisiga ,53.7,45,3,3,3.81,1.23,23,51,15,6,52,0,3,0,7982 d,NYY 
Mark Leiter Jr. ,61.8,68,3,1,4.07,1.26,28,55,23,8,62,0,3,0,7140 d,CHC 
Phil Maton ,62.2,68,3,1,4.03,1.27,28,55,23,8,62,0,3,0,7090 d,TB 
Seranthony Dominguez ,62.2,66,4,3,4.06,1.33,28,55,27,8,64,0,4,0,7177 d,PHI 
Sam Hentges ,60.3,64,3,1,3.71,1.32,25,56,24,6,57,0,3,0,8159 d,CLE 
David Peterson ,74.4,80,4,0,4.02,1.36,33,69,32,8,29,11,4,0,7275 d,NYM 
Ryan Brasier ,59.7,59,3,1,4.08,1.23,27,55,18,8,60,0,2,0,5367 d,LAD 
John Schreiber ,61.4,62,3,2,3.89,1.30,27,56,24,7,60,0,3,0,10132 ,KC 
Lance McCullers Jr. ,61.1,62,4,0,3.89,1.32,26,54,26,7,21,9,3,0,4831 d,HOU 
Brock Stewart ,56.1,70,2,1,3.81,1.27,24,48,24,7,56,0,2,0,6424 d,MIN 
Enyel De Los Santos ,63.6,65,3,1,4.05,1.27,29,56,25,8,64,0,3,0,7504 d,SD 
Tyler Anderson ,155.4,126,8,0,4.77,1.37,82,159,54,25,28,28,9,0,5636 d,LAA 
Eli Morgan ,60.8,63,3,0,4.14,1.23,28,57,18,9,58,0,3,0,43930 ,CLE 
Jason Foley ,62.3,50,2,8,3.85,1.31,27,63,18,5,63,0,3,0,44012 ,DET 
Drew Thorpe ,54.5,52,4,0,3.97,1.26,24,51,18,7,12,10,3,0,47300 ,SD 
Randy Vasquez ,103.1,89,6,0,4.39,1.38,50,99,42,14,22,19,7,0,44895 ,SD 
Danny Coulombe ,57.2,61,3,1,3.91,1.28,25,53,20,8,59,0,3,0,5586 d,BAL 
Jacob deGrom ,26.4,36,2,0,3.01,0.95,9,20,6,3,5,5,1,0,4850 d,TEX 
Hoby Milner ,60.3,57,2,0,3.83,1.23,26,58,16,8,63,0,2,0,6628 d,MIL 
Trevor Stephan ,58.6,64,3,1,3.99,1.28,26,53,22,7,54,0,4,0,8533 d,CLE 
Michael Lorenzen ,119.9,95,7,0,4.64,1.36,62,120,43,17,24,21,8,1,4976 d,"RP,SP) FA "
Fernando Cruz ,56.9,73,3,1,4.09,1.30,26,49,25,8,57,0,3,0,45440 ,CIN 
Nick Martinez ,111.2,105,5,1,4.42,1.39,55,111,43,16,48,14,6,0,4928 d,CIN 
James Karinchak ,52.8,71,3,0,3.92,1.31,23,40,30,7,55,0,3,0,9938 d,CLE 
Andrew Chafin ,56.6,61,3,2,3.92,1.31,25,50,24,6,60,0,3,0,4797 d,DET 
J.P. France ,111.9,99,7,0,4.54,1.40,56,111,46,17,40,14,6,0,45204 ,HOU 
Nick Sandlin ,59.7,64,3,1,4.04,1.29,27,50,27,8,60,0,4,0,43932 ,CLE 
Adam Ottavino ,61.1,63,3,3,4.07,1.31,28,54,27,7,64,0,3,0,3022 d,NYM 
Tyler Rogers ,67.9,51,3,2,3.99,1.29,30,69,19,7,66,0,4,0,30850 ,SF 
Abner Uribe ,58.6,75,2,1,3.63,1.37,24,44,36,5,60,0,2,0,45146 ,MIL 
Garrett Cleavinger ,46.5,61,2,0,3.63,1.26,19,36,23,5,48,0,2,0,39173 ,TB 
Daniel Hudson ,41.3,50,3,1,3.89,1.21,18,36,15,6,43,0,2,0,3254 d,LAD 
Joe Ross ,89.3,79,5,0,4.50,1.33,45,89,30,13,32,13,6,0,4710 d,MIL 
Cole Irvin ,85.3,64,4,0,4.41,1.28,42,90,20,13,41,9,5,0,7588 d,BAL 
Graham Ashcraft ,149.9,119,8,0,4.68,1.40,78,158,52,20,27,27,9,0,44328 ,CIN 
Keynan Middleton ,53.3,58,3,0,3.96,1.28,23,47,22,7,55,0,2,0,5074 d,STL 
Lucas Erceg ,65.8,75,3,5,4.00,1.42,29,56,38,6,64,0,4,0,6932 d,OAK 
