Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Kevin Ginkel ,63.8,70,4,6,3.61,1.24,26,54,25,6,65,0,3,0,8447 d,ARI 
Matt Brash ,55.3,75,3,5,3.27,1.23,20,43,25,5,56,0,3,0,44295 ,SEA 
Reese Olson ,132.0,125,7,0,4.34,1.34,64,125,52,17,25,25,9,0,44805 ,DET 
Jhony Brito ,106.7,85,7,0,4.22,1.29,50,105,33,14,40,16,7,0,45324 ,SD 
Erik Swanson ,63.5,72,3,3,3.71,1.17,26,55,20,9,63,0,3,0,6455 d,TOR 
Giovanny Gallegos ,63.0,69,3,5,3.84,1.16,27,55,18,9,62,0,3,0,6571 d,STL 
Hector Neris ,67.4,75,4,6,3.91,1.24,29,57,27,9,67,0,4,0,5544 d,CHC 
Alex Lange ,64.6,77,3,21,3.98,1.37,29,53,35,6,64,0,4,0,26951 ,DET 
Jakob Junis ,112.1,110,6,0,4.40,1.29,55,113,31,18,30,17,6,0,6585 d,MIL 
Jose Leclerc ,63.5,73,2,20,4.00,1.30,28,52,30,9,63,0,3,0,5914 d,TEX 
Carlos Estevez ,64.7,71,3,22,4.23,1.32,30,58,27,9,65,0,4,0,5929 d,LAA 
Clayton Kershaw ,60.4,61,5,0,3.74,1.19,25,55,17,9,11,11,3,0,3215 d,LAD 
Chase Silseth ,117.8,116,7,0,4.33,1.35,57,110,49,17,28,22,7,0,45213 ,LAA 
Michael Wacha ,141.9,117,8,0,4.53,1.33,71,145,44,21,26,26,9,0,4584 d,KC 
Taylor Rogers ,60.1,72,4,3,3.72,1.23,25,52,22,7,61,0,4,0,5909 d,SF 
Luis Severino ,130.1,123,7,0,4.54,1.32,66,128,44,20,25,25,8,0,5244 d,NYM 
Yuki Matsui ,61.6,75,2,8,3.65,1.24,25,51,26,7,61,0,2,0,7013 d,SD 
Joe Jimenez ,64.0,80,3,2,3.86,1.19,27,55,21,9,65,0,2,0,6164 d,ATL 
Kyle Finnegan ,66.4,65,3,20,4.11,1.32,30,62,25,9,66,0,4,0,7565 d,WSH 
Caleb Ferguson ,60.2,69,4,2,3.57,1.25,24,51,24,6,63,0,3,0,7912 d,NYY 
Alex Vesia ,57.7,73,4,1,3.73,1.21,24,47,23,8,59,0,3,0,43639 ,LAD 
Scott Barlow ,67.0,76,3,3,3.72,1.24,28,58,26,8,65,0,4,0,7351 d,CLE 
Jack Flaherty ,145.2,142,8,0,4.45,1.39,72,140,62,19,27,27,9,0,6021 d,DET 
Garrett Crochet ,84.4,95,5,2,3.93,1.35,37,72,42,10,55,7,5,0,43886 ,CWS 
Joe Kelly ,57.5,74,4,2,3.59,1.26,23,46,26,5,58,0,3,0,4652 d,LAD 
JoJo Romero ,57.9,65,4,3,3.56,1.25,23,51,21,6,58,0,3,0,8369 d,STL 
Yennier Cano ,65.6,62,3,7,3.66,1.27,27,62,22,6,65,0,3,0,45875 ,BAL 
Jose Urquidy ,120.6,98,7,0,4.62,1.28,62,121,33,21,36,18,6,0,22917 ,HOU 
Chris Martin ,60.0,58,3,3,3.62,1.20,24,60,12,7,62,0,3,0,5477 d,BOS 
Kyle Hendricks ,147.5,106,8,0,4.59,1.32,75,159,37,22,27,27,9,0,5462 d,CHC 
Aaron Ashby ,84.2,93,5,0,3.87,1.36,36,75,40,9,38,12,5,0,43700 ,MIL 
Taijuan Walker ,165.3,128,10,0,4.64,1.37,85,167,60,24,30,29,10,0,4571 d,PHI 
Chad Green ,53.7,60,4,1,3.79,1.17,23,47,16,8,52,0,3,0,6177 d,TOR 
Yimi Garcia ,61.3,65,3,2,3.83,1.19,26,55,18,8,63,0,3,0,5193 d,TOR 
Griffin Jax ,63.0,65,4,2,3.95,1.22,28,57,20,7,55,0,4,0,43669 ,MIN 
Colin Poche ,60.4,65,4,2,3.86,1.23,26,51,24,8,62,0,3,0,8278 d,TB 
Aaron Bummer ,61.5,74,4,1,3.58,1.31,25,53,28,5,62,0,3,0,7028 d,ATL 
Shawn Armstrong ,61.6,64,3,1,3.74,1.20,26,56,18,7,58,0,2,0,5597 d,TB 
Domingo German ,82.1,79,5,0,4.34,1.24,40,77,25,13,17,14,5,1,5634 d,SP) FA 
Gregory Santos ,60.4,62,3,4,3.64,1.25,24,56,20,5,61,0,2,0,7285 d,SEA 
Orion Kerkering ,58.4,65,3,3,3.75,1.22,24,51,20,7,61,0,3,0,46918 ,PHI 
Jordan Wicks ,118.5,100,7,0,4.40,1.35,58,119,41,16,26,22,7,0,44679 ,CHC 
Julian Merryweather ,64.4,80,3,2,3.83,1.27,27,55,27,8,62,0,3,0,7664 d,CHC 
Andrew Nardi ,64.1,76,3,3,3.78,1.28,27,55,27,8,64,0,4,0,46456 ,MIA 
David Robertson ,61.0,70,3,10,4.01,1.30,27,53,27,9,60,0,4,0,3283 d,TEX 
Trevor Megill ,57.9,76,3,1,3.74,1.25,24,50,22,7,56,0,2,0,10118 ,MIL 
Caleb Thielbar ,55.2,65,3,1,3.73,1.20,23,48,18,7,57,0,3,0,5363 d,MIN 
Alek Manoah ,112.5,102,7,0,4.51,1.34,56,105,46,16,23,20,7,0,19812 ,TOR 
Colin Rea ,127.4,109,7,0,4.65,1.32,66,128,40,21,30,22,8,0,5822 d,MIL 
Mike Clevinger ,106.0,91,7,0,4.58,1.31,54,105,34,17,22,19,7,1,5905 d,SP) FA 
James McArthur ,65.2,62,3,13,4.13,1.31,30,62,23,7,64,0,3,0,44384 ,KC 
Wade Miley ,133.7,94,8,0,4.36,1.38,65,138,47,18,25,25,8,0,4000 d,MIL 
Pierce Johnson ,59.4,79,3,1,3.78,1.28,25,51,25,8,62,0,3,0,4212 d,ATL 
Joel Payamps ,64.8,64,3,2,3.87,1.24,28,60,20,8,61,0,4,0,8174 d,MIL 
Tim Mayza ,57.3,55,3,0,3.45,1.24,22,53,18,6,62,0,3,0,6321 d,TOR 
Josh Sborz ,61.5,74,3,2,3.91,1.26,27,53,24,8,61,0,3,0,7103 d,TEX 
Tyler Holton ,63.4,58,3,1,3.81,1.22,27,58,19,7,60,0,3,0,45538 ,DET 
Jeffrey Springs ,47.4,53,3,0,3.59,1.15,19,41,13,6,16,7,2,0,8051 d,TB 
Ian Hamilton ,62.2,71,3,2,3.73,1.30,26,52,28,7,59,0,3,0,8066 d,NYY 
Alex Wood ,127.4,105,6,0,4.44,1.35,63,128,44,16,27,23,9,0,4574 d,OAK 
Anthony DeSclafani ,117.1,94,6,0,4.55,1.31,59,122,31,17,32,18,7,0,5487 d,MIN 
Jeff Hoffman ,64.7,76,3,3,4.06,1.27,29,54,28,9,62,0,3,0,6014 d,PHI 
Ryan Walker ,60.1,69,3,0,3.72,1.27,25,54,22,7,58,1,3,0,45949 ,SF 
Gabe Speier ,58.0,62,2,1,3.76,1.20,24,53,17,8,62,0,3,0,31848 ,SEA 
Robert Gasser ,106.7,103,5,0,4.41,1.34,52,102,40,16,28,18,6,0,45374 ,MIL 
Drew Rasmussen ,45.4,45,3,0,3.46,1.16,17,40,13,4,22,5,2,0,43665 ,TB 
Brock Burke ,63.8,63,3,0,3.92,1.23,28,59,19,9,60,0,3,0,8166 d,TEX 
Gregory Soto ,65.1,75,3,3,3.93,1.31,28,55,30,7,67,0,4,0,7427 d,PHI 
Bryce Elder ,121.5,95,8,0,4.44,1.39,60,124,44,15,28,20,6,0,44280 ,ATL 
Will Vest ,61.3,64,3,1,3.81,1.27,26,56,21,6,60,0,3,0,44080 ,DET 
Nick Martinez ,119.5,113,6,1,4.42,1.39,59,120,46,17,49,15,7,0,4928 d,CIN 
Jason Foley ,62.6,50,3,8,3.85,1.31,27,64,18,5,63,0,3,0,44012 ,DET 
Will Smith ,61.1,60,3,13,4.35,1.31,29,57,23,9,63,0,4,0,4536 d,KC 
John Brebbia ,52.0,54,3,12,4.32,1.28,25,49,18,8,53,1,3,0,7187 d,CWS 
Cole Irvin ,90.6,68,5,0,4.41,1.28,44,95,21,14,42,10,5,0,7588 d,BAL 
Jonathan Loaisiga ,54.3,46,3,3,3.80,1.23,23,52,15,6,52,0,3,0,7982 d,NYY 
Michael Soroka ,109.4,93,6,0,4.57,1.33,56,109,37,17,27,19,8,0,6950 d,CWS 
Phil Maton ,63.2,69,3,1,4.02,1.27,28,56,24,8,63,0,3,0,7090 d,TB 
Lance McCullers Jr. ,64.6,65,4,0,3.89,1.32,28,57,28,7,21,10,3,0,4831 d,HOU 
Andrew Kittredge ,54.8,44,4,2,3.93,1.24,24,55,13,7,55,0,3,0,6556 d,STL 
Seranthony Dominguez ,62.9,67,4,3,4.06,1.33,28,56,28,8,64,0,4,0,7177 d,PHI 
Mark Leiter Jr. ,61.9,68,3,1,4.07,1.26,28,55,23,8,62,0,3,0,7140 d,CHC 
Sam Hentges ,60.1,64,3,1,3.70,1.32,25,55,24,6,57,0,3,0,8159 d,CLE 
David Peterson ,74.8,80,4,0,4.01,1.36,33,70,32,8,29,11,4,0,7275 d,NYM 
Ryan Brasier ,60.4,59,3,1,4.07,1.23,27,55,19,8,60,0,2,0,5367 d,LAD 
Brock Stewart ,56.5,70,2,1,3.80,1.27,24,48,24,7,56,0,2,0,6424 d,MIN 
John Schreiber ,61.1,62,3,2,3.88,1.30,26,55,24,6,59,0,3,0,10132 ,KC 
Enyel De Los Santos ,63.9,65,3,1,4.05,1.27,29,57,25,8,64,0,3,0,7504 d,SD 
Eli Morgan ,61.3,63,3,0,4.14,1.23,28,57,19,9,58,0,3,0,43930 ,CLE 
Jacob deGrom ,26.6,36,2,0,2.99,0.95,9,20,6,3,5,5,1,0,4850 d,TEX 
Tyler Anderson ,155.3,126,8,0,4.77,1.37,82,159,54,25,28,27,9,0,5636 d,LAA 
Kevin Kelly ,51.9,46,3,1,3.81,1.22,22,49,15,5,50,0,2,0,45797 ,TB 
Danny Coulombe ,57.6,61,3,1,3.91,1.28,25,53,20,8,59,0,3,0,5586 d,BAL 
Hoby Milner ,60.5,57,2,0,3.84,1.23,26,58,16,8,63,0,2,0,6628 d,MIL 
Fernando Cruz ,59.2,76,3,1,4.11,1.30,27,51,26,9,57,0,3,0,45440 ,CIN 
Trevor Stephan ,57.3,63,3,1,3.98,1.28,25,51,22,7,53,0,3,0,8533 d,CLE 
Andrew Chafin ,57.1,62,3,2,3.91,1.31,25,51,24,7,61,0,3,0,4797 d,DET 
Drew Thorpe ,52.7,50,4,0,3.98,1.26,23,49,17,7,11,9,3,0,47300 ,SD 
Steven Okert ,53.9,65,3,0,4.10,1.25,25,45,22,8,54,0,3,0,5927 d,MIN 
J.P. France ,112.3,99,7,0,4.53,1.40,56,111,46,17,42,14,6,0,45204 ,HOU 
Michael Lorenzen ,114.1,90,7,0,4.64,1.36,59,114,41,16,23,20,7,1,4976 d,"RP,SP) FA "
Mason Black ,78.1,75,4,0,4.25,1.33,37,74,30,10,34,11,4,0,46147 ,SF 
Adam Ottavino ,61.3,63,3,3,4.08,1.31,28,54,27,7,64,0,3,0,3022 d,NYM 
Nick Sandlin ,60.6,65,3,0,4.02,1.29,27,51,27,8,60,0,4,0,43932 ,CLE 
Tyler Rogers ,68.0,51,3,2,3.99,1.29,30,69,19,7,66,0,4,0,30850 ,SF 
Paul Blackburn ,136.0,110,7,0,4.55,1.40,69,143,47,18,26,26,9,0,6440 d,OAK 
Garrett Cleavinger ,46.3,61,2,0,3.63,1.26,19,35,23,5,47,0,2,0,39173 ,TB 
Joe Ross ,90.7,80,5,0,4.50,1.33,45,90,31,14,32,13,6,0,4710 d,MIL 
Randy Vasquez ,97.0,84,5,0,4.35,1.37,47,93,40,13,24,17,6,0,44895 ,SD 
Keynan Middleton ,54.8,60,3,0,3.96,1.28,24,48,22,7,55,0,3,0,5074 d,STL 
Drew Smyly ,76.6,75,4,1,4.42,1.32,38,76,25,13,50,5,5,0,4482 d,CHC 
Abner Uribe ,58.7,75,2,0,3.65,1.37,24,44,36,5,60,0,2,0,45146 ,MIL 
Daniel Hudson ,41.9,50,3,0,3.92,1.21,18,36,15,7,42,0,2,0,3254 d,LAD 
