Rank,Player,Team,Best,Worst,Avg,StdDev,ADP,pit,bat,RP,C,3B,2B,SS,1B,OF,SP
64,Nico Hoerner,CHC ,32,140,66.7,18.0,60.0,0.0,1.0,0,0,0,1,1,0,0,0
65,Blake Snell,SF ,32,94,70.5,14.9,66.0,1.0,0.0,0,0,0,0,0,0,0,1
66,Grayson Rodriguez,BAL ,44,114,71.2,13.8,68.0,1.0,0.0,0,0,0,0,0,0,0,1
67,Camilo Doval,SF ,51,167,71.7,14.5,69.0,1.0,0.0,1,0,0,0,0,0,0,0
68,Zach Eflin,TB ,40,105,72.2,12.7,78.0,1.0,0.0,0,0,0,0,0,0,0,1
69,Alex Bregman,HOU ,45,109,73.4,13.6,72.0,0.0,1.0,0,0,1,0,0,0,0,0
70,Kyle Schwarber,PHI ,37,116,74.0,15.4,62.0,0.0,1.0,0,0,0,0,0,0,1,0
71,J.T. Realmuto,PHI ,51,105,74.3,8.7,73.0,0.0,1.0,0,1,0,0,0,0,0,0
72,Gleyber Torres,NYY ,47,114,75.4,13.0,85.0,0.0,1.0,0,0,0,1,0,0,0,0
73,Christian Walker,ARI ,29,99,75.5,12.7,74.0,0.0,1.0,0,0,0,0,0,1,0,0
74,Bryan Reynolds,PIT ,38,107,76.9,12.0,75.0,0.0,1.0,0,0,0,0,0,0,1,0
75,Bobby Miller,LAD ,43,125,79.8,16.2,76.0,1.0,0.0,0,0,0,0,0,0,0,1
76,Triston Casas,BOS ,48,112,80.5,12.5,90.0,0.0,1.0,0,0,0,0,0,1,0,0
77,Jesus Luzardo,MIA ,53,99,80.7,9.2,81.0,1.0,0.0,0,0,0,0,0,0,0,1
78,Will Smith,LAD ,61,118,81.3,10.2,77.0,0.0,1.0,0,1,0,0,0,0,0,0
79,Nolan Arenado,STL ,66,154,83.6,12.7,80.0,0.0,1.0,0,0,1,0,0,0,0,0
80,Raisel Iglesias,ATL ,44,133,84.5,18.4,83.0,1.0,0.0,1,0,0,0,0,0,0,0
81,William Contreras,MIL ,47,149,86.4,16.8,84.0,0.0,1.0,0,1,0,0,0,0,0,0
82,Xander Bogaerts,SD ,57,150,89.6,17.6,91.0,0.0,1.0,0,0,0,0,1,0,0,0
83,Joe Ryan,MIN ,60,133,89.9,16.7,87.0,1.0,0.0,0,0,0,0,0,0,0,1
84,Ha-Seong Kim,SD ,49,183,90.1,23.9,86.0,0.0,1.0,0,0,1,1,1,0,0,0
85,Cole Ragans,KC ,51,196,91.6,24.6,94.0,1.0,0.0,1,0,0,0,0,0,0,1
86,Justin Steele,CHC ,60,169,92.2,11.2,88.0,1.0,0.0,0,0,0,0,0,0,0,1
87,Joe Musgrove,SD ,49,151,94.7,15.9,95.0,1.0,0.0,0,0,0,0,0,0,0,1
88,Alexis Diaz,CIN ,59,176,95.7,14.3,92.0,1.0,0.0,1,0,0,0,0,0,0,0
89,Seiya Suzuki,CHC ,57,135,96.3,13.4,103.0,0.0,1.0,0,0,0,0,0,0,1,0
90,Ketel Marte,ARI ,49,155,96.4,13.9,101.0,0.0,1.0,0,0,0,1,0,0,0,0
91,David Bednar,PIT ,60,134,97.0,14.1,99.0,1.0,0.0,1,0,0,0,0,0,0,0
92,Nick Castellanos,PHI ,70,184,97.5,18.7,98.0,0.0,1.0,0,0,0,0,0,0,1,0
93,Andres Munoz,SEA ,62,276,99.6,21.8,111.0,1.0,0.0,1,0,0,0,0,0,0,0
94,Spencer Torkelson,DET ,76,128,101.3,10.8,113.0,0.0,1.0,0,0,0,0,0,1,0,0
95,George Springer,TOR ,62,134,102.2,11.7,100.0,0.0,1.0,0,0,0,0,0,0,1,0
96,Dylan Cease,SD ,63,204,102.8,22.8,93.0,1.0,0.0,0,0,0,0,0,0,0,1
97,Jordan Romano,TOR ,65,186,103.8,29.6,82.0,1.0,0.0,1,0,0,0,0,0,0,0
98,Paul Sewald,ARI ,71,177,104.6,19.9,105.0,1.0,0.0,1,0,0,0,0,0,0,0
99,Bryson Stott,PHI ,42,176,106.1,16.3,106.0,0.0,1.0,0,0,0,1,0,0,0,0
100,Spencer Steer,CIN ,35,182,106.2,25.4,96.0,0.0,1.0,0,0,1,1,0,1,1,0
101,Josh Lowe,TB ,36,232,107.0,38.6,79.0,0.0,1.0,0,0,0,0,0,0,1,0
102,Josh Jung,TEX ,72,170,107.1,24.0,112.0,0.0,1.0,0,0,1,0,0,0,0,0
103,Evan Carter,TEX ,59,181,107.3,18.5,102.0,0.0,1.0,0,0,0,0,0,0,1,0
104,Tanner Bibee,CLE ,76,135,108.4,12.9,104.0,1.0,0.0,0,0,0,0,0,0,0,1
105,Dansby Swanson,CHC ,71,160,108.5,18.3,117.0,0.0,1.0,0,0,0,0,1,0,0,0
106,Jhoan Duran,MIN ,53,190,109.3,37.7,71.0,1.0,0.0,1,0,0,0,0,0,0,0
107,Teoscar Hernandez,LAD ,59,161,109.6,20.5,108.0,0.0,1.0,0,0,0,0,0,0,1,0
108,Evan Phillips,LAD ,80,194,110.7,16.9,110.0,1.0,0.0,1,0,0,0,0,0,0,0
109,Andres Gimenez,CLE ,54,187,110.8,19.4,115.0,0.0,1.0,0,0,0,1,0,0,0,0
110,Jordan Walker,STL ,65,193,112.5,19.9,114.0,0.0,1.0,0,0,0,0,0,0,1,0
111,Lane Thomas,WSH ,63,219,113.7,27.5,109.0,0.0,1.0,0,0,0,0,0,0,1,0
112,Yandy Diaz,TB ,69,192,113.7,21.1,116.0,0.0,1.0,0,0,1,0,0,1,0,0
113,Josh Naylor,CLE ,77,198,114.8,14.8,125.0,0.0,1.0,0,0,0,0,0,1,0,0
114,Pete Fairbanks,TB ,77,178,115.9,21.5,121.0,1.0,0.0,1,0,0,0,0,0,0,0
115,Ryan Helsley,STL ,86,180,119.6,22.4,120.0,1.0,0.0,1,0,0,0,0,0,0,0
116,Matt McLain,CIN ,43,299,108.3,62.4,63.0,0.0,1.0,0,0,0,1,1,0,0,0
117,Sonny Gray,STL ,83,168,121.3,16.8,119.0,1.0,0.0,0,0,0,0,0,0,0,1
118,Clay Holmes,NYY ,82,165,127.5,17.0,127.0,1.0,0.0,1,0,0,0,0,0,0,0
119,Zack Gelof,OAK ,87,172,127.8,18.8,139.0,0.0,1.0,0,0,0,1,0,0,0,0
120,Anthony Santander,BAL ,68,303,128.6,21.0,124.0,0.0,1.0,0,0,0,0,0,1,1,0
121,Chris Bassitt,TOR ,86,202,129.5,15.5,118.0,1.0,0.0,0,0,0,0,0,0,0,1
122,Wyatt Langford,TEX ,52,284,129.8,56.0,154.0,0.0,1.0,0,0,0,0,0,0,1,0
123,Yainer Diaz,HOU ,79,237,130.4,23.9,107.0,0.0,1.0,0,1,0,0,0,1,0,0
124,Marcell Ozuna,ATL ,79,191,130.8,16.5,132.0,0.0,1.0,0,0,0,0,0,0,1,0
125,Riley Greene,DET ,55,179,133.1,21.2,146.0,0.0,1.0,0,0,0,0,0,0,1,0
126,Anthony Volpe,NYY ,87,196,133.2,22.9,128.0,0.0,1.0,0,0,0,0,1,0,0,0
127,Chris Sale,ATL ,74,218,133.6,33.1,130.0,1.0,0.0,0,0,0,0,0,0,0,1
128,Christian Encarnacion-Strand,CIN ,70,278,135.7,30.6,135.0,0.0,1.0,0,0,0,0,0,1,0,0
129,Jackson Chourio,MIL ,75,235,136.0,28.2,133.0,0.0,1.0,0,0,0,0,0,0,1,0
130,Shane Bieber,CLE ,95,219,136.1,24.0,126.0,1.0,0.0,0,0,0,0,0,0,0,1
131,Vinnie Pasquantino,KC ,96,223,137.3,22.3,163.0,0.0,1.0,0,0,0,0,0,1,0,0
132,Tanner Scott,MIA ,91,242,138.0,27.2,138.0,1.0,0.0,1,0,0,0,0,0,0,0
133,Luis Arraez,MIA ,67,209,138.0,23.5,140.0,0.0,1.0,0,0,0,1,0,1,0,0
134,Cedric Mullins II,BAL ,93,216,139.6,22.9,137.0,0.0,1.0,0,0,0,0,0,0,1,0
135,Esteury Ruiz,OAK ,74,233,140.4,24.5,123.0,0.0,1.0,0,0,0,0,0,0,1,0
136,Ian Happ,CHC ,41,178,140.5,21.5,160.0,0.0,1.0,0,0,0,0,0,0,1,0
137,Bailey Ober,MIN ,88,206,141.0,28.4,148.0,1.0,0.0,0,0,0,0,0,0,0,1
138,Michael King,SD ,93,269,141.4,42.8,141.0,1.0,0.0,1,0,0,0,0,0,0,1
139,Hunter Greene,CIN ,86,234,142.6,23.4,122.0,1.0,0.0,0,0,0,0,0,0,0,1
140,Jorge Soler,SF ,103,212,144.0,19.2,150.0,0.0,1.0,0,0,0,0,0,0,1,0
141,Gerrit Cole,NYY ,13,251,145.5,68.4,42.0,1.0,0.0,0,0,0,0,0,0,0,1
142,Merrill Kelly,ARI ,87,192,145.8,19.1,129.0,1.0,0.0,0,0,0,0,0,0,0,1
143,Chas McCormick,HOU ,99,197,147.7,18.9,153.0,0.0,1.0,0,0,0,0,0,0,1,0
144,Justin Verlander,HOU ,98,217,150.5,30.4,131.0,1.0,0.0,0,0,0,0,0,0,0,1
145,Sean Murphy,ATL ,105,187,152.3,16.4,143.0,0.0,1.0,0,1,0,0,0,0,0,0
146,Max Muncy,LAD ,94,231,152.6,22.0,145.0,0.0,1.0,0,0,1,0,0,0,0,0
147,Thairo Estrada,SF ,109,207,152.7,22.2,171.0,0.0,1.0,0,0,0,1,1,0,0,0
148,Cal Raleigh,SEA ,119,190,153.9,19.6,136.0,0.0,1.0,0,1,0,0,0,0,0,0
149,Rhys Hoskins,MIL ,86,211,156.1,23.5,189.0,0.0,1.0,0,0,0,0,0,1,0,0
150,Craig Kimbrel,BAL ,85,292,156.8,41.1,142.0,1.0,0.0,1,0,0,0,0,0,0,0
151,Masataka Yoshida,BOS ,103,237,156.9,21.0,164.0,0.0,1.0,0,0,0,0,0,0,1,0
152,Jarren Duran,BOS ,115,253,157.2,25.4,178.0,0.0,1.0,0,0,0,0,0,0,1,0
153,Salvador Perez,KC ,83,233,157.3,27.0,134.0,0.0,1.0,0,1,0,0,0,1,0,0
154,James Outman,LAD ,77,218,157.4,26.9,168.0,0.0,1.0,0,0,0,0,0,0,1,0
155,Jake Burger,MIA ,94,208,157.4,20.8,155.0,0.0,1.0,0,0,1,0,0,0,0,0
156,Kenley Jansen,BOS ,103,299,157.9,34.8,158.0,1.0,0.0,1,0,0,0,0,0,0,0
157,Willson Contreras,STL ,107,255,158.7,22.0,161.0,0.0,1.0,0,1,0,0,0,0,0,0
158,Brandon Nimmo,NYM ,53,211,159.1,20.9,182.0,0.0,1.0,0,0,0,0,0,0,1,0
159,Alec Bohm,PHI ,102,235,159.2,24.3,157.0,0.0,1.0,0,0,1,0,0,1,0,0
160,Carlos Rodon,NYY ,118,220,160.5,24.6,166.0,1.0,0.0,0,0,0,0,0,0,0,1
161,Mitch Keller,PIT ,106,261,161.3,30.1,144.0,1.0,0.0,0,0,0,0,0,0,0,1
162,Jose Berrios,TOR ,112,259,161.3,29.1,156.0,1.0,0.0,0,0,0,0,0,0,0,1
163,Jordan Montgomery,FreeAgent,109,230,162.9,24.1,159.0,1.0,0.0,0,0,0,0,0,0,0,1
164,Nolan Gorman,STL ,69,244,163.6,22.1,170.0,0.0,1.0,0,0,1,1,0,0,0,0
165,Ke'Bryan Hayes,PIT ,106,251,166.3,29.9,180.0,0.0,1.0,0,0,1,0,0,0,0,0
166,Yu Darvish,SD ,115,240,167.4,26.2,176.0,1.0,0.0,0,0,0,0,0,0,0,1
167,Willy Adames,MIL ,108,262,167.7,24.9,187.0,0.0,1.0,0,0,0,0,1,0,0,0
168,Francisco Alvarez,NYM ,103,243,168.4,22.4,167.0,0.0,1.0,0,1,0,0,0,0,0,0
169,Eury Perez,MIA ,66,307,159.0,78.2,89.0,1.0,0.0,0,0,0,0,0,0,0,1
170,Cristian Javier,HOU ,119,232,171.0,23.9,162.0,1.0,0.0,0,0,0,0,0,0,0,1
171,Walker Buehler,LAD ,99,294,171.1,35.6,152.0,1.0,0.0,0,0,0,0,0,0,0,1
172,Hunter Brown,HOU ,99,245,171.2,25.9,172.0,1.0,0.0,0,0,0,0,0,0,0,1
173,Adbert Alzolay,CHC ,122,329,175.5,41.4,147.0,1.0,0.0,1,0,0,0,0,0,0,0
174,Gabriel Moreno,ARI ,128,278,177.7,30.9,173.0,0.0,1.0,0,1,0,0,0,0,0,0
175,Trevor Story,BOS ,137,240,179.9,22.8,193.0,0.0,1.0,0,0,0,0,1,0,0,0
176,Christopher Morel,CHC ,118,233,180.1,25.7,183.0,0.0,1.0,0,0,0,1,0,0,1,0
177,Edouard Julien,MIN ,102,258,181.2,33.5,210.0,0.0,1.0,0,0,0,1,0,0,0,0
178,Isaac Paredes,TB ,75,228,182.0,20.6,165.0,0.0,1.0,0,0,1,1,0,1,0,0
179,Steven Kwan,CLE ,101,233,183.1,22.0,194.0,0.0,1.0,0,0,0,0,0,0,1,0
180,Shota Imanaga,CHC ,116,360,183.7,33.8,190.0,1.0,0.0,0,0,0,0,0,0,0,1
181,Bryce Miller,SEA ,120,296,184.1,33.8,185.0,1.0,0.0,0,0,0,0,0,0,0,1
182,Bryan Woo,SEA ,125,300,184.5,30.8,186.0,1.0,0.0,0,0,0,0,0,0,0,1
183,Eloy Jimenez,CWS ,135,291,184.7,25.6,179.0,0.0,1.0,0,0,0,0,0,0,1,0
184,Ezequiel Tovar,COL ,121,322,187.2,34.0,202.0,0.0,1.0,0,0,0,0,1,0,0,0
185,Nathaniel Lowe,TEX ,112,302,188.2,44.0,206.0,0.0,1.0,0,0,0,0,0,1,0,0
186,Jeimer Candelario,CIN ,143,246,190.7,21.8,208.0,0.0,1.0,0,0,1,0,0,1,0,0
187,Nathan Eovaldi,TEX ,128,277,191.5,26.7,174.0,1.0,0.0,0,0,0,0,0,0,0,1
188,Jonah Heim,TEX ,145,262,193.6,24.0,188.0,0.0,1.0,0,1,0,0,0,0,0,0
189,Kerry Carpenter,DET ,121,278,195.4,24.3,197.0,0.0,1.0,0,0,0,0,0,0,1,0
190,Byron Buxton,MIN ,132,240,196.3,18.3,220.0,0.0,1.0,0,0,0,0,0,0,0,0
191,Logan O'Hoppe,LAA ,120,287,199.9,37.9,218.0,0.0,1.0,0,1,0,0,0,0,0,0
192,J.D. Martinez,NYM ,120,334,201.2,33.3,222.0,0.0,1.0,0,0,0,0,0,0,1,0
193,Eduardo Rodriguez,ARI ,123,259,201.8,32.3,181.0,1.0,0.0,0,0,0,0,0,0,0,1
194,Brandon Pfaadt,ARI ,142,276,203.0,27.4,205.0,1.0,0.0,0,0,0,0,0,0,0,1
195,Gavin Williams,CLE ,94,277,204.0,41.1,175.0,1.0,0.0,0,0,0,0,0,0,0,1
196,Jose Alvarado,PHI ,130,350,204.1,42.2,177.0,1.0,0.0,1,0,0,0,0,0,0,0
197,Tyler O'Neill,BOS ,136,261,205.2,21.1,224.0,0.0,1.0,0,0,0,0,0,0,1,0
198,Nick Pivetta,BOS ,114,288,205.3,43.8,184.0,1.0,0.0,1,0,0,0,0,0,0,1
199,Starling Marte,NYM ,156,280,206.5,24.8,223.0,0.0,1.0,0,0,0,0,0,0,1,0
200,Jackson Holliday,BAL ,106,338,206.6,46.4,169.0,0.0,1.0,0,0,0,1,1,0,0,0
201,Mitch Garver,SEA ,136,339,206.8,33.1,203.0,0.0,1.0,0,1,0,0,0,0,0,0
202,Kodai Senga,NYM ,61,292,199.1,48.0,151.0,1.0,0.0,0,0,0,0,0,0,0,1
203,Daulton Varsho,TOR ,131,292,209.2,31.5,201.0,0.0,1.0,0,0,0,0,0,0,1,0
204,Lourdes Gurriel Jr.,ARI ,167,276,209.3,20.2,217.0,0.0,1.0,0,0,0,0,0,0,1,0
205,Jonathan India,CIN ,123,288,209.5,33.5,253.0,0.0,1.0,0,0,0,1,0,0,0,0
206,Carlos Correa,MIN ,171,264,210.4,20.3,204.0,0.0,1.0,0,0,0,0,1,0,0,0
207,Andrew Vaughn,CWS ,150,256,211.9,24.5,246.0,0.0,1.0,0,0,0,0,0,1,0,0
208,Taylor Ward,LAA ,141,273,212.4,20.9,239.0,0.0,1.0,0,0,0,0,0,0,1,0
209,Keibert Ruiz,WSH ,159,298,212.7,32.9,212.0,0.0,1.0,0,1,0,0,0,0,0,0
210,Jorge Polanco,SEA ,114,298,212.9,30.5,240.0,0.0,1.0,0,0,1,1,0,0,0,0
211,Ryan Mountcastle,BAL ,149,255,213.6,28.4,245.0,0.0,1.0,0,0,0,0,0,1,0,0
212,Jack Suwinski,PIT ,100,295,213.9,24.6,244.0,0.0,1.0,0,0,0,0,0,0,1,0
213,Aaron Civale,TB ,145,302,214.3,33.1,211.0,1.0,0.0,0,0,0,0,0,0,0,1
214,Bo Naylor,CLE ,152,315,214.6,33.3,221.0,0.0,1.0,0,1,0,0,0,0,0,0
215,Lars Nootbaar,STL ,87,300,207.0,39.6,225.0,0.0,1.0,0,0,0,0,0,0,1,0
216,Triston McKenzie,CLE ,138,266,216.3,31.4,209.0,1.0,0.0,0,0,0,0,0,0,0,1
217,Ryan Pepiot,TB ,128,264,209.2,28.0,192.0,1.0,0.0,1,0,0,0,0,0,0,1
218,Brandon Drury,LAA ,143,299,217.7,26.1,233.0,0.0,1.0,0,0,0,1,0,1,0,0
219,Jeremy Pena,HOU ,167,291,218.5,28.6,227.0,0.0,1.0,0,0,0,0,1,0,0,0
220,Matt Chapman,SF ,157,264,219.0,22.1,265.0,0.0,1.0,0,0,1,0,0,0,0,0
221,Jung Hoo Lee,SF ,149,296,220.9,33.2,237.0,0.0,1.0,0,0,0,0,0,0,1,0
222,Alex Lange,DET ,136,303,221.8,34.3,196.0,1.0,0.0,1,0,0,0,0,0,0,0
223,Brandon Lowe,TB ,158,261,223.1,26.8,269.0,0.0,1.0,0,0,0,1,0,0,0,0
224,TJ Friedl,CIN ,109,354,206.4,59.8,149.0,0.0,1.0,0,0,0,0,0,0,1,0
225,Jose Leclerc,TEX ,153,313,224.8,38.8,195.0,1.0,0.0,1,0,0,0,0,0,0,0
226,Charlie Morton,ATL ,148,277,225.8,23.5,199.0,1.0,0.0,0,0,0,0,0,0,0,1
227,Tommy Edman,STL ,126,329,220.7,46.2,191.0,0.0,1.0,0,0,0,1,1,0,1,0
228,Ryan McMahon,COL ,177,280,228.9,24.9,231.0,0.0,1.0,0,0,1,1,0,0,0,0
229,Jarred Kelenic,ATL ,172,305,229.8,31.2,226.0,0.0,1.0,0,0,0,0,0,0,1,0
230,Anthony Rizzo,NYY ,170,285,231.0,26.2,255.0,0.0,1.0,0,0,0,0,0,1,0,0
231,Justin Turner,TOR ,154,385,231.8,35.2,198.0,0.0,1.0,0,0,1,1,0,1,0,0
232,Maikel Garcia,KC ,149,437,233.4,49.0,248.0,0.0,1.0,0,0,1,0,1,0,0,0
233,Brayan Bello,BOS ,159,367,238.8,41.5,236.0,1.0,0.0,0,0,0,0,0,0,0,1
234,Eugenio Suarez,ARI ,174,288,242.6,23.9,278.0,0.0,1.0,0,0,1,0,0,0,0,0
235,Jose Abreu,HOU ,135,312,243.7,26.1,282.0,0.0,1.0,0,0,0,0,0,1,0,0
236,Josh Bell,MIA ,188,329,244.1,30.4,274.0,0.0,1.0,0,0,0,0,0,1,0,0
237,Max Kepler,MIN ,180,323,245.5,26.7,259.0,0.0,1.0,0,0,0,0,0,0,1,0
238,J.P. Crawford,SEA ,180,309,239.4,26.5,215.0,0.0,1.0,0,0,0,0,1,0,0,0
239,Kenta Maeda,DET ,178,369,248.2,22.2,228.0,1.0,0.0,0,0,0,0,0,0,0,1
240,Nick Lodolo,CIN ,136,348,241.2,32.5,243.0,1.0,0.0,0,0,0,0,0,0,0,1
241,Braxton Garrett,MIA ,123,269,216.6,28.7,213.0,1.0,0.0,0,0,0,0,0,0,0,1
242,Reid Detmers,LAA ,182,351,254.8,28.5,216.0,1.0,0.0,0,0,0,0,0,0,0,1
243,Sal Frelick,MIL ,142,311,255.6,32.0,281.0,0.0,1.0,0,0,0,0,0,0,1,0
244,Luis Campusano,SD ,145,304,241.6,38.4,263.0,0.0,1.0,0,1,0,0,0,0,0,0
245,Kyle Harrison,SF ,134,376,256.3,40.3,238.0,1.0,0.0,0,0,0,0,0,0,0,1
246,Giancarlo Stanton,NYY ,146,314,253.6,23.9,234.0,0.0,1.0,0,0,0,0,0,0,1,0
247,Nestor Cortes Jr.,NYY ,164,306,248.3,32.7,232.0,1.0,0.0,0,0,0,0,0,0,0,1
248,Jose Siri,TB ,140,372,263.7,29.1,325.0,0.0,1.0,0,0,0,0,0,0,1,0
249,Cristopher Sanchez,PHI ,174,358,242.4,40.7,229.0,1.0,0.0,0,0,0,0,0,0,0,1
